,Voter,Votes,Voted
2225,chrismartz,100,pet3rpan_
2226,basgras,50,pet3rpan_
2227,MPtherealMVP,280,pet3rpan_
2228,ampl3d,300,pet3rpan_
2229,belGIANgwaffles,200,pet3rpan_
2230,BrianFakhoury,10,pet3rpan_
2231,RoninImperial,40,pet3rpan_
2232,eminemsaiko,30,pet3rpan_
2233,tomosman,190,pet3rpan_
2234,andrewhong5297,250,pet3rpan_
2235,rara_social,69,pet3rpan_
2236,LEAVINGRECORDS,1030,pet3rpan_
2237,Saaamsonite,70,pet3rpan_
2238,SuperRare,600,pet3rpan_
2239,markredito,300,pet3rpan_
2240,TheDavidZhou,50,pet3rpan_
2241,mikemckain_,100,pet3rpan_
2242,lwsnbaker,52,pet3rpan_
2243,songcampdotband,230,pet3rpan_
2244,gabriellemic,200,gabriellemic
2245,MalthusJohn,1,gabriellemic
2246,bitsikka,830,gabriellemic
2247,JamesJohnBeck,50,gabriellemic
2248,strangechances,95,gabriellemic
2249,Sim_Pop,490,gabriellemic
2250,jacksondame,1321,gabriellemic
2251,annascarroll,500,gabriellemic
2252,MPtherealMVP,100,gabriellemic
2253,chrismartz,25,gabriellemic
2254,Nogoodtwts,178,gabriellemic
2255,zherring,20,gabriellemic
2256,themintfund,1080,gabriellemic
2257,pixlpa,20,gabriellemic
2258,she_256,460,gabriellemic
2259,medhakothari,1000,gabriellemic
2260,c_lemp,10,gabriellemic
2261,Yazanator,1030,gabriellemic
2262,nnnnicholas,20,gabriellemic
2263,isiain,70,dg_goens
2264,mikemckain_,15,dg_goens
2265,Cooopahtroopa,50,dg_goens
2266,js_horne,1980,dg_goens
2267,ourZORA,2030,dg_goens
2268,FWBtweets,150,dg_goens
2269,Nogoodtwts,73,dg_goens
2270,14lox,20,dg_goens
2271,raihan_,300,dg_goens
2272,jessewldn,200,dg_goens
2273,quiettheory,250,dg_goens
2274,seedclubhq,100,dg_goens
2275,themintfund,500,dg_goens
2276,_anishagnihotri,500,dg_goens
2277,opiumhum,10,dg_goens
2278,jzstern,20,dg_goens
2279,catalogworks,10,dg_goens
2280,strangechances,20,dg_goens
2281,thattallguy,300,dg_goens
2282,ljxie,100,dg_goens
2283,matthewchaim,120,dg_goens
2284,daranda,200,dg_goens
2285,VirtualElena,410,dg_goens
2286,JoseRMejia,30,JoseRMejia
2287,chrismartz,920,JoseRMejia
2288,Aer0xander,35,JoseRMejia
2289,matdryhurst,250,JoseRMejia
2290,SpaceXponential,98,JoseRMejia
2291,Tunacandrew,30,JoseRMejia
2292,stephenpdiesel,540,JoseRMejia
2293,DrewCoffman,333,JoseRMejia
2294,VirtualElena,260,JoseRMejia
2295,madebymetsa,10,JoseRMejia
2296,raihan_,1380,JoseRMejia
2297,travontheweb,10,JoseRMejia
2298,idislikebrian,50,JoseRMejia
2299,doesare,15,JoseRMejia
2300,hvdsonofficial,10,JoseRMejia
2301,chr1stophe,1,JoseRMejia
2302,mike_d_romero,12,JoseRMejia
2303,fednovikov,50,JoseRMejia
2304,Cooopahtroopa,50,JoseRMejia
2305,lilmiquela,1040,JoseRMejia
2306,thisisthetruth,100,JoseRMejia
2307,fishvote_,550,JoseRMejia
2308,selimimoberdorf,10,JoseRMejia
2309,web3ohfilm,10,JoseRMejia
2310,ckurdziel,50,JoseRMejia
2311,FWBtweets,250,JoseRMejia
2312,rowanspencer__,600,JoseRMejia
2313,trent_vanepps,100,JoseRMejia
2314,teendaze,100,JoseRMejia
2315,khole_dena,500,JoseRMejia
2316,hubbersnaks,25,JoseRMejia
2317,masonnystrom,700,benroy__
2318,AlexEKoren,60,benroy__
2319,devinaconley,30,benroy__
2320,KZ95676454,10,benroy__
2321,AnnikaSays,815,benroy__
2322,pridesai,1200,benroy__
2323,deanrey3,5,benroy__
2324,pixls_dot_eth,30,benroy__
2325,ErikAshdown,4,benroy__
2326,flashrekt,60,benroy__
2327,DeezeFi,60,benroy__
2328,markus_watts,60,benroy__
2329,funghibull,57,benroy__
2330,winnynft,30,benroy__
2331,b05crypto,10,benroy__
2332,ddaavvee1234,10,benroy__
2333,sergitosergito,10,benroy__
2334,mikethreezy,30,benroy__
2335,BalancedPortfo1,30,benroy__
2336,ArtGeebz,10,benroy__
2337,chillsauce1,10,benroy__
2338,sneakerdad25,10,benroy__
2339,nnnnicholas,1560,benroy__
2340,GreenAcres_Zed,10,benroy__
2341,punkopoly,30,benroy__
2342,supergremplin,30,benroy__
2343,pixelpete,10,benroy__
2344,Barthazian,10,benroy__
2345,ClaireSilver12,30,benroy__
2346,SonyRick,10,benroy__
2347,TheMatticusFits,10,benroy__
2348,0xYieldFarmer,30,benroy__
2349,zoli_eth,30,benroy__
2350,GoomerNFT,30,benroy__
2351,DeFiMom,30,benroy__
2352,MyRugema,30,benroy__
2353,RealKingEthan,10,benroy__
2354,takesprofits,10,benroy__
2355,OnizukaTeaching,30,benroy__
2356,zkchun,20,benroy__
2357,quasimatt,310,benroy__
2358,IainMccown,10,benroy__
2359,thattallguy,550,benroy__
2360,MotivateMeV2,10,benroy__
2361,ouyangkeke,110,benroy__
2362,kwiledirects,10,benroy__
2363,divine_economy,100,benroy__
2364,serglotz,100,benroy__
2365,ljxie,150,benroy__
2366,_samspike_,10,benroy__
2367,Cooopahtroopa,50,benroy__
2368,rara_social,20,benroy__
2369,jondashkyle,720,benroy__
2370,FWBtweets,69,benroy__
2371,Houses,80,Houses
2372,teendaze,180,Houses
2373,ayenwhyay,1,Houses
2374,cameronparkins,250,Houses
2375,stephenpdiesel,205,Houses
2376,thisisthetruth,5,Houses
2377,DrewCoffman,111,Houses
2378,quiettheory,260,Houses
2379,mikemckain_,25,Houses
2380,ChadHugghins,4,Houses
2381,raihan_,1820,Houses
2382,rara_social,100,Houses
2383,lwsnbaker,15,Houses
2384,justinsmith,2,Houses
2385,Cooopahtroopa,219,Houses
2386,jzstern,10,Houses
2387,FWBtweets,500,Houses
2388,strangechances,160,Houses
2389,trent_vanepps,610,Houses
2390,beaugunderson,120,Houses
2391,belGIANgwaffles,250,Houses
2392,Tracy556677,10,Houses
2393,29942611Amy,30,Houses
2394,alexxzzhang,600,Houses
2395,ollybromham,10,Houses
2396,seedclubhq,100,Houses
2397,kneelingbus,1090,Houses
2398,EricCMack,1,Houses
2399,mathewi,10,Houses
2400,daoudaleonard,1,Houses
2401,ran_dom,10,Houses
2402,SpaceXponential,96,Houses
2403,benschecter,20,Houses
2404,StatefulWorks,200,Houses
2405,hvdsonofficial,5,Houses
2406,playboyhodl,1,Houses
2407,limindu1,10,Houses
2408,natemodi,5,Houses
2409,spencernoon,210,Houses
2410,johnnysack33,10,Houses
2411,TiwariKratika22,1,Houses
2412,Azrkhr,10,Houses
2413,jim_stanczak,5,Houses
2414,stephenpdiesel,25,FWBtweets
2415,thisisthetruth,5,FWBtweets
2416,john_c_palmer,50,FWBtweets
2417,beaugunderson,80,FWBtweets
2418,masonnystrom,60,FWBtweets
2419,chrismartz,710,FWBtweets
2420,JamesJohnBeck,200,FWBtweets
2421,lily___digital,500,FWBtweets
2422,paultao,10,FWBtweets
2423,hvdsonofficial,40,FWBtweets
2424,tvanryzewyk,20,FWBtweets
2425,kneelingbus,200,FWBtweets
2426,travpreneur,10,FWBtweets
2427,raihan_,1090,FWBtweets
2428,jondashkyle,25,FWBtweets
2429,eoj__mij97,10,FWBtweets
2430,_kinjalbshah,1070,FWBtweets
2431,seanmitchell,25,FWBtweets
2432,thomastraum,25,FWBtweets
2433,winterforwiner,40,FWBtweets
2434,strangechances,50,FWBtweets
2435,webmusicboi,10,FWBtweets
2436,ColinandSamir,500,FWBtweets
2437,nklansek,1,FWBtweets
2438,elijahkuhaupt,10,FWBtweets
2439,mikemckain_,10,FWBtweets
2440,arjunblj,420,FWBtweets
2441,Houses,10,FWBtweets
2442,DrewCoffman,770,FWBtweets
2443,cameronparkins,90,FWBtweets
2444,Nogoodtwts,100,FWBtweets
2445,Sim_Pop,100,FWBtweets
2446,matthewchaim,160,FWBtweets
2447,digitlartifacts,100,FWBtweets
2448,daranda,200,FWBtweets
2449,Cooopahtroopa,1,FWBtweets
2450,whatdotcd,500,FWBtweets
2451,sinahab,50,FWBtweets
2452,teendaze,10,FWBtweets
2453,jarroddicker,1150,fkpxls
2454,Cooopahtroopa,100,fkpxls
2455,masonnystrom,100,fkpxls
2456,StatefulWorks,150,fkpxls
2457,alexxzzhang,500,fkpxls
2458,LilaShroff,10,fkpxls
2459,heyellieday,430,fkpxls
2460,packyM,1060,fkpxls
2461,singareddynm,10,fkpxls
2462,aweissman,1090,fkpxls
2463,jstn,1110,fkpxls
2464,braeden_norris,5,fkpxls
2465,codybrown,550,fkpxls
2466,kneelingbus,500,fkpxls
2467,_anishagnihotri,300,fkpxls
2468,Excitedntl,10,fkpxls
2469,Nogoodtwts,200,fkpxls
2470,jongold,2230,ZFleischmann
2471,piercze,733,ZFleischmann
2472,jami_welch_,60,ZFleischmann
2473,codygallo,15,ZFleischmann
2474,ZFleischmann,80,ZFleischmann
2475,jondashkyle,25,ZFleischmann
2476,strangechances,20,ZFleischmann
2477,colingaffney_,20,ZFleischmann
2478,CreatorCabins,1810,ZFleischmann
2479,lianwang16,4,ZFleischmann
2480,belGIANgwaffles,850,ZFleischmann
2481,JuliaLipton,500,ZFleischmann
2482,DugDaniels,60,ZFleischmann
2483,petra_fran,5,ZFleischmann
2484,polats,10,ZFleischmann
2485,JonathanHillis,40,ZFleischmann
2486,selimimoberdorf,5,ZFleischmann
2487,tracydetg,40,ZFleischmann
2488,rowanspencer__,400,ZFleischmann
2489,TheDavidZhou,10,ZFleischmann
2490,ecrivaine_k,291,ZFleischmann
2491,medhakothari,1000,FiatLuxDAO
2492,FiatLuxDAO,10,FiatLuxDAO
2493,Yazanator,1000,FiatLuxDAO
2494,albwhoo,10,FiatLuxDAO
2495,ckurdziel,700,FiatLuxDAO
2496,j_humenansky,80,FiatLuxDAO
2497,annascarroll,500,FiatLuxDAO
2498,AlexisGauba,1110,FiatLuxDAO
2499,she_256,400,FiatLuxDAO
2500,sammdec,30,FiatLuxDAO
2501,CryptoInfluence,5,FiatLuxDAO
2502,vslavich,1010,FiatLuxDAO
2503,Cooopahtroopa,100,FiatLuxDAO
2504,lofsigma,10,FiatLuxDAO
2505,serglotz,40,FiatLuxDAO
2506,dberenzon,1070,FiatLuxDAO
2507,bluerevilo,10,FiatLuxDAO
2508,strangechances,75,FiatLuxDAO
2509,keikreutler,1030,GnosisGuild
2510,lanitrock,20,GnosisGuild
2511,awkweb,1570,GnosisGuild
2512,Sim_Pop,350,GnosisGuild
2513,daranda,560,GnosisGuild
2514,ckurdziel,19,GnosisGuild
2515,strangechances,200,GnosisGuild
2516,singareddynm,20,GnosisGuild
2517,samueldiamond,50,GnosisGuild
2518,notscottmoore,300,GnosisGuild
2519,kneelingbus,800,GnosisGuild
2520,Iiterature,300,GnosisGuild
2521,john_c_palmer,390,GnosisGuild
2522,billyrennekamp,140,GnosisGuild
2523,fishvote_,1040,GnosisGuild
2524,mattlovan,2,GnosisGuild
2525,goldenfiredo,90,GnosisGuild
2526,nnnnicholas,210,GnosisGuild
2527,Azrkhr,10,GnosisGuild
2528,ljin18,500,IIWII_show
2529,jondashkyle,1170,IIWII_show
2530,MPtherealMVP,200,IIWII_show
2531,______jpg______,300,IIWII_show
2532,Iiterature,1000,IIWII_show
2533,whatdotcd,1110,IIWII_show
2534,VirtualElena,500,IIWII_show
2535,ran_dom,15,IIWII_show
2536,ItzQuauhtli,1,IIWII_show
2537,jarroddicker,1000,IIWII_show
2538,SpaceXponential,100,IIWII_show
2539,daranda,1150,IIWII_show
2540,strangechances,30,IIWII_show
2541,JHONSU777,1,IIWII_show
2542,zydetg,10,IIWII_show
2543,TheFitCareerist,10,IIWII_show
2544,ran_dom,145,ran_dom
2545,nedluddy,10,ran_dom
2546,sailingfanblues,140,ran_dom
2547,kamiliakard,100,ran_dom
2548,jamiew,2049,ran_dom
2549,billyrennekamp,2030,ran_dom
2550,joshriedel,10,ran_dom
2551,ckurdziel,250,ran_dom
2552,SpaceXponential,96,ran_dom
2553,stephenpdiesel,710,ran_dom
2554,TiwariKratika22,4,ran_dom
2555,quasimatt,650,ran_dom
2556,pixlpa,40,ran_dom
2557,Iiterature,100,ran_dom
2558,juanjuanlon,5,ran_dom
2559,ecrivaine_k,200,ran_dom
2560,EricCMack,10,ran_dom
2561,Tracy556677,30,ran_dom
2562,selimimoberdorf,16,ran_dom
2563,gleuch,10,ran_dom
2564,eiskyers,1,ran_dom
2565,yeet_tomars,10,ran_dom
2566,Musfiq29870467,1,ran_dom
2567,SuzAshley,1,ran_dom
2568,MPtherealMVP,400,ran_dom
2569,29942611Amy,20,ran_dom
2570,rara_social,50,ran_dom
2571,bvajresh,2245,TheAlexYao
2572,karinaraf_,120,TheAlexYao
2573,jacksondame,450,TheAlexYao
2574,0xJim,130,TheAlexYao
2575,TheAlexYao,85,TheAlexYao
2576,DrewCoffman,555,TheAlexYao
2577,stephensonhmatt,500,TheAlexYao
2578,ddwchen,1890,TheAlexYao
2579,notscottmoore,400,TheAlexYao
2580,rabbithole_gg,540,TheAlexYao
2581,CreatorCabins,100,TheAlexYao
2582,iamlizendary,15,TheAlexYao
2583,bestape,5,TheAlexYao
2584,chaserchapman,10,TheAlexYao
2585,lanitrock,10,TheAlexYao
2586,stephenpdiesel,400,banklessDAO
2587,strangechances,140,banklessDAO
2588,riversidemetal1,20,banklessDAO
2589,StatefulWorks,660,banklessDAO
2590,trent_vanepps,930,banklessDAO
2591,catalogworks,10,banklessDAO
2592,hvdsonofficial,5,banklessDAO
2593,Cooopahtroopa,250,banklessDAO
2594,Azrkhr,60,banklessDAO
2595,FWBtweets,100,banklessDAO
2596,ecrivaine_k,100,banklessDAO
2597,j_humenansky,50,banklessDAO
2598,zachjabri,1,banklessDAO
2599,29942611Amy,60,banklessDAO
2600,tracydetg,50,banklessDAO
2601,zydetg,50,banklessDAO
2602,mikedotexe,3,banklessDAO
2603,Tracy556677,30,banklessDAO
2604,fkpxls,10,banklessDAO
2605,belGIANgwaffles,300,banklessDAO
2606,Obstropolos,1120,banklessDAO
2607,stephensonhmatt,100,banklessDAO
2608,masonnystrom,400,banklessDAO
2609,wesleytate,1,banklessDAO
2610,RoninImperial,80,banklessDAO
2611,ethan_ill,50,banklessDAO
2612,DHannum8,200,banklessDAO
2613,limindu1,30,banklessDAO
2614,spencernoon,250,banklessDAO
2615,Nogoodtwts,102,banklessDAO
2616,like_a_bitcoin,60,banklessDAO
2617,DecimalLove,5,banklessDAO
2618,WPeaster,50,banklessDAO
2619,mkriak,70,banklessDAO
2620,quiet_nani,1,banklessDAO
2621,pswgnr,5,banklessDAO
2622,frogmonkee,30,banklessDAO
2623,andrewhong5297,200,banklessDAO
2624,thisisthetruth,50,banklessDAO
2625,selimimoberdorf,5,banklessDAO
2626,natemodi,10,banklessDAO
2627,TheTakenUser,3,banklessDAO
2628,Viar_io,5,banklessDAO
2629,petra_fran,5,banklessDAO
2630,Musfiq29870467,10,banklessDAO
2631,0x_Lucas,500,banklessDAO
2632,beaugunderson,65,banklessDAO
2633,iodave,1,banklessDAO
2634,cortesja,10,banklessDAO
2635,johnnysack33,20,banklessDAO
2636,serglotz,70,banklessDAO
2637,jwillmiller,40,banklessDAO
2638,Houses,50,banklessDAO
2639,lwsnbaker,30,banklessDAO
2640,getty_hill,150,banklessDAO
2641,GuptaMusings,20,banklessDAO
2642,RushVarela,10,banklessDAO
2643,getprsm,90,KrauseHouseDAO
2644,chrismartz,15,KrauseHouseDAO
2645,TannirSami,10,KrauseHouseDAO
2646,tracydetg,50,KrauseHouseDAO
2647,thycommodore,60,KrauseHouseDAO
2648,GladRobot,30,KrauseHouseDAO
2649,zydetg,40,KrauseHouseDAO
2650,kj13ennett,30,KrauseHouseDAO
2651,SpaceXponential,300,KrauseHouseDAO
2652,Tracy556677,30,KrauseHouseDAO
2653,jaesmail,500,KrauseHouseDAO
2654,29942611Amy,40,KrauseHouseDAO
2655,benschecter,1530,KrauseHouseDAO
2656,______jpg______,70,KrauseHouseDAO
2657,Online_workflow,50,KrauseHouseDAO
2658,RattyMouseman,40,KrauseHouseDAO
2659,flexxchapman,10,KrauseHouseDAO
2660,hubbersnaks,40,KrauseHouseDAO
2661,TheTakenUser,3,KrauseHouseDAO
2662,rabbithole_gg,500,KrauseHouseDAO
2663,just_norm,10,KrauseHouseDAO
2664,petra_fran,5,KrauseHouseDAO
2665,Cooopahtroopa,150,KrauseHouseDAO
2666,KrauseHouseDAO,10,KrauseHouseDAO
2667,CreatorCabins,200,KrauseHouseDAO
2668,sachinj_,10,KrauseHouseDAO
2669,Yekim_o,10,KrauseHouseDAO
2670,iodave,9,KrauseHouseDAO
2671,mattlovan,2,KrauseHouseDAO
2672,Lewwwk,10,KrauseHouseDAO
2673,dhof,1010,KrauseHouseDAO
2674,adamludwin,1050,KrauseHouseDAO
2675,jstn,1120,KrauseHouseDAO
2676,DanConway650,150,DanConway650
2677,mikedotexe,15,DanConway650
2678,codygallo,40,DanConway650
2679,forefront__,900,DanConway650
2680,belGIANgwaffles,850,DanConway650
2681,piercesword,22,DanConway650
2682,TMSearcher,22,DanConway650
2683,yollo,20,DanConway650
2684,stephensonhmatt,600,DanConway650
2685,jacksondame,700,DanConway650
2686,algoriddims,1,DanConway650
2687,strangechances,50,DanConway650
2688,DrewCoffman,333,DanConway650
2689,scottfits,20,DanConway650
2690,Cooopahtroopa,200,DanConway650
2691,moredillon,5,DanConway650
2692,john_c_palmer,500,DanConway650
2693,travontheweb,5,DanConway650
2694,VirtualElena,1290,DanConway650
2695,StatefulWorks,250,DanConway650
2696,FWBtweets,100,DanConway650
2697,WriterAceDAO,10,DanConway650
2698,colingaffney_,10,DanConway650
2699,c_lemp,10,DanConway650
2700,NatalieCrue,4,DanConway650
2701,jaesmail,250,DanConway650
2702,cortesja,10,DanConway650
2703,nico_valencia,5,DanConway650
2704,iodave,10,DanConway650
2705,mike_d_romero,15,DanConway650
2706,web3ohfilm,10,DanConway650
2707,idislikebrian,10,DanConway650
2708,seedclubhq,100,DanConway650
2709,trent_vanepps,500,DanConway650
2710,coconidodev,10,coconidodev
2711,quasimatt,2,coconidodev
2712,bvajresh,180,coconidodev
2713,whatisastra,10,coconidodev
2714,jacksondame,600,coconidodev
2715,pugson,50,coconidodev
2716,ProjectBEBold,2,coconidodev
2717,Nogoodtwts,400,coconidodev
2718,parisrouz,1650,coconidodev
2719,m1guelpf,1300,coconidodev
2720,lylemckeany,55,coconidodev
2721,MunamWasi,10,coconidodev
2722,wavesexyz,40,coconidodev
2723,LizHagelthorn,60,coconidodev
2724,bbcheng10,8,coconidodev
2725,Creampp123,100,coconidodev
2726,qiuqiualg,60,coconidodev
2727,adriankpang,20,coconidodev
2728,seyitaylor,500,coconidodev
2729,TheDavidZhou,50,coconidodev
2730,sub_rrosa,200,coconidodev
2731,isiain,20,coconidodev
2732,wj1046,10,coconidodev
2733,wjl2130,10,coconidodev
2734,SpaceXponential,5,coconidodev
2735,tj16888,10,coconidodev
2736,FemiAw,50,coconidodev
2737,ayenwhyay,1,coconidodev
2738,AlexMasmej,570,coconidodev
2739,xiangjieking,60,coconidodev
2740,aricaqueenia,60,coconidodev
2741,yaliujiaking,60,coconidodev
2742,houmensiy,50,coconidodev
2743,ersanxian,40,coconidodev
2744,longmyself1,50,coconidodev
2745,jasoncooperpix,1,coconidodev
2746,maridegenia,50,coconidodev
2747,digitlartifacts,570,coconidodev
2748,FiatLuxDAO,1010,CalBlockchain
2749,medhakothari,1650,CalBlockchain
2750,CalBlockchain,10,CalBlockchain
2751,dberenzon,1090,CalBlockchain
2752,thatguyintech,30,CalBlockchain
2753,BlockchainatCU,505,CalBlockchain
2754,j_humenansky,110,CalBlockchain
2755,JiangTrader,2,CalBlockchain
2756,strangechances,675,CalBlockchain
2757,john_c_palmer,400,CalBlockchain
2758,stephenpdiesel,300,CalBlockchain
2759,fishvote_,490,CalBlockchain
2760,AlexisGauba,580,CalBlockchain
2761,mybellalogica,740,ampl3d
2762,belGIANgwaffles,100,ampl3d
2763,jzstern,40,ampl3d
2764,catalogworks,240,ampl3d
2765,matdryhurst,250,ampl3d
2766,LizHagelthorn,480,ampl3d
2767,loftradio_,50,ampl3d
2768,Alex_Siber,15,ampl3d
2769,Saaamsonite,60,ampl3d
2770,LEAVINGRECORDS,500,ampl3d
2771,quiettheory,250,ampl3d
2772,jaesmail,300,ampl3d
2773,thattallguy,500,ampl3d
2774,seedclubhq,500,ampl3d
2775,Cooopahtroopa,150,ampl3d
2776,CreatorCabins,220,ampl3d
2777,mikemckain_,40,ampl3d
2778,FWBtweets,50,ampl3d
2779,rara_social,1020,ampl3d
2780,lwsnbaker,30,ampl3d
2781,DHannum8,250,ampl3d
2782,forefront__,1030,ampl3d
2783,JonathanHillis,30,ampl3d
2784,gleuch,20,OhJia
2785,chadsnuts,1120,OhJia
2786,di0xgenes,1040,OhJia
2787,ckurdziel,800,OhJia
2788,ran_dom,323,OhJia
2789,jamiew,1160,OhJia
2790,OhJia,10,OhJia
2791,jstn,1160,OhJia
2792,Tracy556677,20,OhJia
2793,fleshy,40,OhJia
2794,codybrown,1150,OhJia
2795,strangechances,50,LilaShroff
2796,patrickxrivera,610,LilaShroff
2797,divine_economy,2050,LilaShroff
2798,ericscottsays,4,LilaShroff
2799,Nogoodtwts,110,LilaShroff
2800,ljin18,500,LilaShroff
2801,jessewldn,340,LilaShroff
2802,masonnystrom,200,LilaShroff
2803,SpaceXponential,98,LilaShroff
2804,mariodgabriele,1060,LilaShroff
2805,RajitWrites,5,LilaShroff
2806,teddyburnette,200,LilaShroff
2807,codygallo,200,LilaShroff
2808,noskovvkirill,3,LilaShroff
2809,mikedotexe,1,LilaShroff
2810,jaesmail,500,LilaShroff
2811,holachieri,2,LilaShroff
2812,andrewhong5297,430,LilaShroff
2813,lay2000lbs,100,LilaShroff
2814,serglotz,60,LilaShroff
2815,_anishagnihotri,300,LilaShroff
2816,basgras,852,mybellalogica
2817,kevinduquette,1,mybellalogica
2818,ampl3d,10,mybellalogica
2819,ive77i,51,mybellalogica
2820,teendaze,130,mybellalogica
2821,DLROWiAM,25,mybellalogica
2822,songcampdotband,800,mybellalogica
2823,matthewchaim,400,mybellalogica
2824,quiettheory,970,mybellalogica
2825,stephenpdiesel,75,mybellalogica
2826,madebymetsa,12,mybellalogica
2827,mikemckain_,145,mybellalogica
2828,seedclubhq,160,mybellalogica
2829,jzstern,50,mybellalogica
2830,loftradio_,40,mybellalogica
2831,0xstark,560,mybellalogica
2832,matdryhurst,250,mybellalogica
2833,medhakothari,200,mybellalogica
2834,iodave,8,mybellalogica
2835,Saaamsonite,40,mybellalogica
2836,rowanspencer__,300,mybellalogica
2837,______jpg______,150,mybellalogica
2838,catalogworks,350,mybellalogica
2839,Sim_Pop,150,mybellalogica
2840,jubrilade_,20,mybellalogica
2841,cyvattes,20,mybellalogica
2842,AdrianRicard0,30,mybellalogica
2843,SpaceXponential,98,mybellalogica
2844,hvdsonofficial,10,mybellalogica
2845,trent_vanepps,200,mybellalogica
2846,Jad_AE,8,mybellalogica
2847,noskovvkirill,2,mybellalogica
2848,teddyburnette,380,mybellalogica
2849,belGIANgwaffles,280,mybellalogica
2850,johnnymalandras,2,mybellalogica
2851,rara_social,300,web3brett
2852,Cooopahtroopa,410,web3brett
2853,matthewchaim,600,web3brett
2854,FWBtweets,350,web3brett
2855,AlexMasmej,100,web3brett
2856,jzstern,10,web3brett
2857,andrewhong5297,100,web3brett
2858,rowanspencer__,700,web3brett
2859,loftradio_,30,web3brett
2860,quasimatt,760,web3brett
2861,madebymetsa,10,web3brett
2862,catalogworks,350,web3brett
2863,mybellalogica,10,web3brett
2864,ecrivaine_k,100,web3brett
2865,EricCMack,2,web3brett
2866,patrickxrivera,200,web3brett
2867,jubrilade_,20,web3brett
2868,edition1art,50,web3brett
2869,jbrukh,1060,web3brett
2870,strangechances,70,web3brett
2871,tubefilter,5,web3brett
2872,web3brett,10,web3brett
2873,joshuaJcohen,5,web3brett
2874,odysseas_lam,1,web3brett
2875,chisox3000,5,web3brett
2876,hvdsonofficial,10,web3brett
2877,StatefulWorks,460,web3brett
2878,mikemckain_,25,web3brett
2879,Jad_AE,8,web3brett
2880,ive77i,10,web3brett
2881,AnnieFauv,10,web3brett
2882,noskovvkirill,1,web3brett
2883,belGIANgwaffles,270,web3brett
2884,songcampdotband,500,web3brett
2885,johnnymalandras,10,web3brett
2886,quiettheory,200,web3brett
2887,Jad_AE,123,Jad_AE
2888,SpaceXponential,347,Jad_AE
2889,jubrilade_,40,Jad_AE
2890,ive77i,40,Jad_AE
2891,troels_a,25,Jad_AE
2892,sariazout,1080,Jad_AE
2893,prakharshivam,25,Jad_AE
2894,yup_io,550,Jad_AE
2895,catalogworks,250,Jad_AE
2896,jaesmail,350,Jad_AE
2897,songcampdotband,440,Jad_AE
2898,matthewchaim,150,Jad_AE
2899,mybellalogica,500,Jad_AE
2900,johnnymalandras,20,Jad_AE
2901,Nogoodtwts,700,Jad_AE
2902,LilaShroff,300,Jad_AE
2903,EricCMack,3,Jad_AE
2904,quiettheory,200,Jad_AE
2905,strangechances,35,Jad_AE
2906,brandonbaraban,10,Jad_AE
2907,markredito,340,Jad_AE
2908,eshita,10,Jad_AE
2909,hhg2288,10,Jad_AE
2910,c_lemp,10,Jad_AE
2911,koodos,10,Jad_AE
2912,rae_kwak_,10,Jad_AE
2913,hvdsonofficial,20,Jad_AE
2914,blueberrymarie,50,Jad_AE
2915,digitlartifacts,1090,Jad_AE
2916,topshelfrecords,3,Jad_AE
2917,noskovvkirill,20,Jad_AE
2918,packyM,3170,fednovikov
2919,fednovikov,10,fednovikov
2920,SpaceXponential,109,fednovikov
2921,strangechances,50,fednovikov
2922,quasimatt,1110,fednovikov
2923,sweetkeats,1060,fednovikov
2924,jakeywan,10,fednovikov
2925,judefolly,1,fednovikov
2926,artignatyev,2,fednovikov
2927,streamjonathan,2,fednovikov
2928,artwithhumans,3,fednovikov
2929,clam1123,5,fednovikov
2930,cici6814,5,fednovikov
2931,andreistoica_,10,fednovikov
2932,thisisthetruth,10,fednovikov
2933,c_lemp,5,fednovikov
2934,lofsigma,20,fednovikov
2935,ollybromham,450,fednovikov
2936,EricCMack,1,fednovikov
2937,j_humenansky,45,fednovikov
